oa_id,doi,title,year,frame,venue,stratum,N_h,n_h,weight,cited
W4408993009,10.1016/j.dss.2025.114439,Dynamic model selection in enterprise forecasting systems using sequence modeling,2025,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4409158483,10.1145/3690624.3709193,Path Complex Neural Networks for Sequential Process Activities Classification,2025,B,,v1:nan,16,16,1.0,
W4409569134,10.2139/ssrn.5222009,Dynamic Cloud Manufacturing Service Composition Based on Runtime Qos Prediction: A Predictive Process Monitoring-Based,2025,B,SSRN Electronic Journal,v1:SSRN Electronic Journal,8,8,1.0,
W4409649497,10.1007/s10664-025-10660-y,Leveraging encoder-only large language models for mobile app review feature extraction,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4409839403,10.1016/j.dss.2025.114457,Using large multimodal models to predict outfit compatibility,2025,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4409883235,10.1109/tsc.2025.3562338,Business Process Remaining Time Prediction Based on Incremental Event Logs,2025,B,IEEE Transactions on Services Computing,v1:IEEE Transactions on Services Computing,5,5,1.0,
W4410008690,10.1007/s44311-025-00011-x,Approaches for IoT-enhanced predictive process monitoring,2025,B,Process Science,v1:Process Science,6,6,1.0,
W4410172493,10.1007/s10664-025-10659-5,A comparative study on reward models for user interface adaptation with reinforcement learning,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4410282446,10.1016/j.is.2025.102565,"Finding HSP neighbors via an exact, hierarchical approach",2025,A,Information Systems,v1:Information Systems,82,82,1.0,
W4410392247,10.1007/978-3-031-92474-3_24,Investigating Tailored Retraining for Online Process Predictions Using Log Features,2025,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,
W4410427754,10.1109/aixdke63520.2024.00025,Impact of Inter-Case Features on Structure-Aware Next Activity Prediction,2024,B,,v1:nan,16,16,1.0,
W4410495528,10.1016/j.dss.2025.114475,More than meets the eye: Feature concerns and suggestions in mobile XR app reviews,2025,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4410508545,10.1016/j.eswa.2025.128224,Leveraging a large language model (LLM) to predict hospital admissions of emergency department patients,2025,B,Expert Systems with Applications,v1:Expert Systems with Applications,2,2,1.0,
W4410540577,10.1007/s44311-025-00017-5,Generating multiperspective process traces using conditional variational autoencoders,2025,B,Process Science,v1:Process Science,6,6,1.0,
W4410718929,10.1007/s10115-025-02461-y,A comparative analysis of predictive process monitoring: object-centric versus classical event logs,2025,B,Knowledge and Information Systems,v1:Knowledge and Information Systems,6,6,1.0,
W4410749190,10.1007/s10664-025-10674-6,Enhancing line-level defect prediction using bilinear attention fusion and ranking optimization,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4411096365,10.1145/3743672,A Survey on Event Prediction Methods from a Systems Perspective: Bringing Together Disparate Research Areas,2025,B,ACM Computing Surveys,v1:ACM Computing Surveys,1,1,1.0,
W4411294574,10.1007/978-3-031-95397-2_10,Predicting Unseen Process Behavior Based on Log Injection,2025,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,
W4411310249,10.1007/s10844-025-00955-3,Handling concept drifts with traditional process discovery algorithms,2025,B,Journal of Intelligent Information Systems,v1:Journal of Intelligent Information Systems,6,6,1.0,
W4411310256,10.1007/978-3-031-94571-7_3,The Role of Explanation Styles and Perceived Accuracy on Decision Making in Predictive Process Monitoring,2025,B,Lecture notes in computer science,v1:Lecture notes in computer science,12,12,1.0,
W4411329674,10.1016/j.dss.2025.114493,Handling imperfection: A taxonomy for machine learning on data with data quality defects,2025,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4411371986,10.1016/j.is.2025.102576,Data-driven prescriptive analytics applications: A comprehensive survey,2025,A,Information Systems,v1:Information Systems,82,82,1.0,
W4411440374,10.1007/s10664-025-10661-x,Supporting multi-dimensional unit test classification,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4411460585,10.1007/s44311-025-00020-w,LTL-based conformance checking of fuzzy event logs,2025,B,Process Science,v1:Process Science,6,6,1.0,
W4411538180,10.1007/s10664-025-10669-3,A comprehensive study of machine learning techniques for log-based anomaly detection,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4411980586,10.1186/s13677-025-00763-8,Comparative evaluation of encoding techniques for workflow process remaining time prediction for cloud applications,2025,B,Journal of Cloud Computing Advances Systems and Applications,v1:Journal of Cloud Computing Advances Systems and Applications,1,1,1.0,
W4412039798,10.1007/s10664-025-10622-4,AI support for data scientists: An empirical study on workflow and alternative code recommendations,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4412422910,10.1016/j.dss.2025.114508,Stock habitats and information flow: How do different co-attention behaviors in online communities shape market reactions?,2025,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4412431056,10.1016/j.engappai.2025.111387,Outcome-oriented local explanation using context-aware process patterns,2025,B,Engineering Applications of Artificial Intelligence,v1:Engineering Applications of Artificial Intelligence,8,8,1.0,
W4412452014,10.1016/j.im.2025.104212,Employee Participation in Digital Transformation: From Digitalization Sentiment to Transformation Predisposition,2025,A,Information & Management,v1:Information & Management,20,20,1.0,
W4412452054,10.1016/j.im.2025.104211,Trolling in social media: A deindividuation and contagion perspective,2025,A,Information & Management,v1:Information & Management,20,20,1.0,
W4412473112,10.3390/app15147925,Uncertainty-Aware Predictive Process Monitoring in Healthcare: Explainable Insights into Probability Calibration for Conformal Prediction,2025,B,Applied Sciences,v1:Applied Sciences,2,2,1.0,
W4412541976,10.1007/s10664-025-10690-6,Shaky structures: The wobbly world of causal graphs in software analytics,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4412573266,10.1007/s10664-025-10677-3,Accessibility rank: a machine learning approach for prioritizing accessibility user feedback,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4412573775,10.1007/s10664-025-10696-0,"Detection, classification and prevalence of self-admitted aging debt",2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4413219439,10.1007/s10664-025-10693-3,Adversarial attack classification and robustness testing for large language models for code,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4413704800,10.1007/978-3-032-02929-4_18,Predicting Newcomer Capabilities and Performance in Process Execution,2025,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,
W4413850094,10.1016/j.is.2026.102747,DFIMformer: Dynamic frequency-enhanced iTransformer for multiscale time series forecasting,2026,A,Information Systems,v1:Information Systems,82,82,1.0,
W4413850114,10.1016/j.is.2026.102762,Neuro-Symbolic Predictive Process Monitoring,2026,A,Information Systems,v1:Information Systems,82,82,1.0,
W4413850152,10.2139/ssrn.5421036,Flexible Event Log Generation Using Answer Set Programming,2025,B,SSRN Electronic Journal,v1:SSRN Electronic Journal,8,8,1.0,
W4413884248,10.1016/j.im.2025.104243,Topic diversity and review usefulness: A text-based analysis,2025,A,Information & Management,v1:Information & Management,20,20,1.0,
W4413964031,10.1007/s10664-025-10683-5,Measuring SES-related traits relating to technology usage: Two validated surveys,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4414048930,10.1016/j.dss.2025.114528,Modeling hybrid firm relationships with graph neural networks for stock investment decisions,2025,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4414057033,10.1016/j.dss.2025.114527,Social capital matters: Towards comprehensive user preference for product recommendation with deep learning,2025,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4414220440,10.1016/j.dss.2026.114755,"Understanding individual online social exclusion: Conceptualization, scale development, and validation",2026,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4414243449,10.1016/j.dss.2025.114540,Emotion aware session based news recommender systems,2025,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4414285310,10.1016/j.is.2025.102628,Predicting multidimensional cubes through intentional analytics,2025,A,Information Systems,v1:Information Systems,82,82,1.0,
W4414493140,10.1007/s10664-025-10697-z,When uncertainty leads to unsafety: Empirical insights into the role of uncertainty in unmanned aerial vehicle safety,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4414677647,10.1016/j.is.2025.102632,BBQ-Tree: A unified classifier and regressor combining Boolean and quantum logic decisions,2025,A,Information Systems,v1:Information Systems,82,82,1.0,
W4414756247,10.1007/s10664-026-10894-4,Software dependencies 2.0: An empirical study of reuse and integration of pre-trained models in open-source projects,2026,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4414915885,10.1007/s10664-025-10706-1,Ecosystem-wide influences on pull request decisions: insights from NPM,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4414971334,10.1007/s10270-025-01321-1,Enhancing explainability in process variant analysis: a framework for detecting and interpreting control-flow changes,2025,B,Software & Systems Modeling,v1:Software & Systems Modeling,2,2,1.0,
W4415152031,10.1007/s10462-025-11399-0,Interpretable and explainable machine learning methods for predictive process monitoring: a systematic literature review,2025,B,Artificial Intelligence Review,v1:Artificial Intelligence Review,2,2,1.0,
W4415313186,10.1016/j.dss.2025.114557,All risks ain't the same – A risk facets perspective on AI-based decision support systems,2025,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4415369485,10.1007/s10664-025-10710-5,Exploring the black box: analysing explainable AI challenges and best practices through stack exchange discussions,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4415647391,10.1007/s10664-025-10749-4,A zero-shot framework for cross-project vulnerability detection in source code,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4415776450,10.1007/s10664-025-10736-9,Improving the Multi-Class Classification of Non-Functional Requirements in Spanish: A Study of Dataset Balancing and Performance,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4415819590,10.1016/j.is.2025.102642,Enhancing next activity prediction in process mining with Retrieval-Augmented Generation,2025,A,Information Systems,v1:Information Systems,82,82,1.0,
W4415830362,10.1007/s10664-025-10742-x,"The whos, whats, and whys of issues related to personal data and data protection in open-source projects on GitHub",2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4415830470,10.1007/s10664-025-10733-y,Tools and benchmarks evolve: what is their impact on parameter tuning in SBSE experiments?,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4415879521,10.1016/j.is.2025.102644,Nine years later: Reflecting on our article,2025,A,Information Systems,v1:Information Systems,82,82,1.0,
W4415974876,10.1016/j.procs.2025.09.470,Enhancing ESG Reporting Through Process Mining: A Taxonomy of ESG Events,2025,B,Procedia Computer Science,v1:Procedia Computer Science,1,1,1.0,
W4416185423,10.2139/ssrn.5745626,A Calibration-Driven Ensemble Framework for Business Process Automation Exception Prediction and Recovery Recommendation,2025,B,SSRN Electronic Journal,v1:SSRN Electronic Journal,8,8,1.0,
W4416189323,10.1007/s10664-025-10774-3,An exploratory eye tracking study on how developers classify and debug Python code in different paradigms,2026,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4416582848,10.1109/access.2025.3636194,Continual Learning Approach With Adaptive Memory Mechanism for Predictive Process Monitoring in Dynamic Business Environments,2025,B,IEEE Access,v1:IEEE Access,10,10,1.0,
W4416845019,10.1016/j.cie.2025.111701,Dynamic cloud manufacturing service composition based on runtime QoS prediction: A predictive process monitoring-based method,2025,B,Computers & Industrial Engineering,v1:Computers & Industrial Engineering,1,1,1.0,
W4417026118,10.1007/s10664-025-10764-5,Empirical evaluation of taxonomic trace links: a case study,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4417253649,10.32628/cseit2064143,AI-Augmented Data Governance Framework with Proactive Quality Monitoring and Automated Investigative Intelligence,2020,B,International Journal of Scientific Research in Computer Science Engineering and Information Technology,v1:International Journal of Scientific Research in Computer Science Engineering and Information Technology,1,1,1.0,
W4417322414,10.1007/s10664-025-10771-6,Anticipating bugs: Ticket-level bug prediction and temporal proximity effects,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4417358735,10.1007/s10664-025-10775-2,Development and evolution of Xtext-based DSLs on GitHub: an empirical investigation,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4417461554,10.1007/s12599-025-00969-9,From Source to Target: Leveraging Transfer Learning for Predictive Process Monitoring in Organizations,2025,B,Business & Information Systems Engineering,v1:Business & Information Systems Engineering,7,7,1.0,
W4417517238,10.1007/s10664-026-10869-5,PatchTrack: A comprehensive analysis of ChatGPT’s influence on pull request outcomes,2026,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4417525336,10.1016/j.is.2025.102665,From precision to perception: Human-in-the-loop evaluation of keyword extraction for internet-scale contextual advertising,2025,A,Information Systems,v1:Information Systems,82,82,1.0,
W7108657731,10.18154/rwth-2025-10250,"Nine years later: Reflecting on our article: A general process mining framework for correlating, predicting, and clustering dynamic behavior based on event logs",2026,A,Information Systems,v1:Information Systems,82,82,1.0,
W7115906732,10.1007/s44311-025-00026-4,Decision boundaries in user journey event logs,2025,B,Process Science,v1:Process Science,6,6,1.0,
W7117754902,10.2139/ssrn.5995597,A Calibration-Driven Ensemble Framework for Business Process Automation Exception Prediction and Recovery Recommendation,2025,B,SSRN Electronic Journal,v1:SSRN Electronic Journal,8,8,1.0,
W7117963492,10.1016/j.is.2025.102668,A Bayesian framework for robust local intrinsic dimensionality estimation,2026,A,Information Systems,v1:Information Systems,82,82,1.0,
W7118072760,10.1007/s10664-025-10747-6,Func: reducing the impact of Android framework evolution on malware detection,2026,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W7118796102,10.1007/s10664-025-10739-6,Interruptibility of software developers and its prediction using psycho-physiological sensors: a replication,2026,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W7122568718,10.1016/j.is.2026.102687,Example-driven semantic-similarity-aware query intent discovery: Empowering users to cross the SQL barrier through query by example,2026,A,Information Systems,v1:Information Systems,82,82,1.0,
W7125956370,10.1109/access.2026.3658877,An In-Context Foundation Model for Predictive Process Monitoring on Event Logs,2026,B,IEEE Access,v1:IEEE Access,10,10,1.0,
W7128027633,10.1007/s10845-026-02792-9,A process mining and machine learning based approach for remaining time prediction of production orders,2026,B,Journal of Intelligent Manufacturing,v1:Journal of Intelligent Manufacturing,1,1,1.0,
W7128295225,10.1007/s10664-026-10807-5,Automated detection of algorithm debt in deep learning frameworks: an empirical study,2026,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W7128539897,10.1007/s10664-025-10795-y,SecMLOps: A comprehensive framework for integrating security throughout the machine learning operations lifecycle,2026,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W7128926175,10.1016/j.is.2026.102698,Multimodal predictive process monitoring and its application to explainable clinical pathways,2026,A,Information Systems,v1:Information Systems,82,82,1.0,
W7130574456,10.1016/j.is.2026.102703,Event abstraction for social process mining in Enterprise Collaboration Systems: A supervised machine learning approach for converting low-level event logs into high-level event logs,2026,A,Information Systems,v1:Information Systems,82,82,1.0,
W7130640968,10.1007/s10664-025-10797-w,An audit of machine learning experiments on software defect prediction,2026,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W7130841206,10.1016/j.dss.2026.114630,Towards better recommendations: Integrating counterfactual learning and trust regions in digital platforms,2026,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W7133363254,10.37394/23207.2025.22.218,Enhancing Remaining Time Prediction in Business Process Monitoring via Cross-Entropy Supervised Entity Embeddings and Transformer Model,2025,B,WSEAS TRANSACTIONS ON BUSINESS AND ECONOMICS,v1:WSEAS TRANSACTIONS ON BUSINESS AND ECONOMICS,1,1,1.0,
W7134131084,10.1016/j.is.2026.102712,Enhancing urban data exploration: Layer Toggling and Visibility-Preserving Lenses for multi-attribute spatial analysis,2026,A,Information Systems,v1:Information Systems,82,82,1.0,
W7134975744,10.1016/j.is.2026.102714,Flexible event log generation using answer set programming,2026,B,Information Systems,v1:Information Systems,82,82,1.0,
W7135236593,10.1007/s10664-025-10721-2,The Effect of Comments on Program Comprehension: An Eye-tracking Study,2026,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W7136387678,10.1016/j.is.2026.102717,Improving next process activity prediction with scarce event log data using data augmentation with large language models,2026,A,Information Systems,v1:Information Systems,82,82,1.0,
W7138315353,10.1016/j.is.2026.102718,Formal semantics for knowledge representation and automated reasoning in BPMN process models,2026,A,Information Systems,v1:Information Systems,82,82,1.0,
W7138798797,10.1016/j.im.2026.104346,"People analytics, trust erosion and intention to leave: the role of information asymmetry",2026,A,Information & Management,v1:Information & Management,20,20,1.0,
W7138953611,10.1016/j.im.2026.104347,AI-powered personalization in online fashion stores: Exploring the impact on shoppers’ perceived risk and intention to buy and recommend,2026,A,Information & Management,v1:Information & Management,20,20,1.0,
W7142197858,10.1016/j.is.2026.102726,The use of differential privacy for privacy-preserving record linkage: Protecting the bits but not the people,2026,A,Information Systems,v1:Information Systems,82,82,1.0,
W7150998871,10.1016/j.is.2026.102722,CIC-YNU-IoTMal: A comprehensive multilayer dataset for static and dynamic analysis of IoT malware behavior,2026,A,Information Systems,v1:Information Systems,82,82,1.0,
W7154486995,10.1007/s10664-026-10862-y,Automated machine learning for test case prioritisation,2026,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W7155009923,10.1016/j.is.2026.102740,A framework for steady-state detection in process mining,2026,A,Information Systems,v1:Information Systems,82,82,1.0,
W7160493975,10.1007/s10664-026-10860-0,Is common sense all you need? Using expert defined rules to identify vulnerability patches instead of machine learning,2026,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W7160644008,10.1016/j.im.2026.104371,Social media engagement and resource gain spirals: a mixed-methods study of digital empowerment among marginalized caregivers,2026,A,Information & Management,v1:Information & Management,20,20,1.0,
W7160657446,10.1007/s10664-026-10876-6,Key AI features to support scrum software engineering: practitioners’ perspective,2026,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W7160708779,10.1007/s10664-026-10868-6,Leveraging large language models for sentiment analysis in GitHub pull request discussions,2026,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W7161625273,10.1007/s44311-026-00048-6,DA-CIL: Drift-Adaptive Class Incremental Learning for dynamic processes,2026,B,Process Science,v1:Process Science,6,6,1.0,
W7162026676,10.1016/j.is.2026.102751,FEDAMON: A fully automated framework for communication-efficient continuous distributed monitoring with error guarantees,2026,A,Information Systems,v1:Information Systems,82,82,1.0,
W7162036180,10.1007/s10664-026-10874-8,Is this build failure related to my patch? An empirical study of unrelated build failures in continuous integration,2026,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W7163582865,10.2139/ssrn.6876300,Model-Aware Counterfactual Explanations for Transformer-Based Sequence Prediction via Attention-Guided Semantic Search,2026,B,SSRN Electronic Journal,v1:SSRN Electronic Journal,8,8,1.0,
W7164818226,10.1016/j.dss.2026.114713,Analyzing voluntary employee turnover: A data-driven explanatory modeling approach,2026,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W7165808152,10.2139/ssrn.6990079,Graph Grounded Cross Attention Transformer Neural Network for Structurally Constrained Full Event Sequence Generation in Predictive Process Monitoring,2026,B,SSRN Electronic Journal,v1:SSRN Electronic Journal,8,8,1.0,
W7166356102,10.1016/j.im.2026.104390,Smart services in B2B contexts: A taxonomy and archetypes,2026,A,Information & Management,v1:Information & Management,20,20,1.0,
W7166690752,10.1016/j.dss.2026.114721,Unveiling the hidden layer: Ambivalent cognitive effects of XAI in augmented decision-making under uncertainty,2026,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W7167350909,10.1145/3796130.3796152,Predicting Benefits from Event Logs using Generative AI,2026,B,,v1:nan,16,16,1.0,
W7167577814,10.1007/s10664-026-10902-7,From values to adoption: on the role of individual cultural values on fairness toolkit adoption in software development,2026,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W7167600363,10.1007/s10664-026-10916-1,Reducing labeling effort in architecture technical debt detection through active learning and explainable AI,2026,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W7167734464,10.1007/s10664-026-10919-y,Evaluating foundation model integration strategies for detecting PII in java software engineering pipelines,2026,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W7169551408,10.1007/s10664-026-10873-9,A methodology to perform cross-ecosystems case-control security studies,2026,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W7169754586,10.1007/s10664-026-10930-3,Identifying Quality Indicators in Student Self-Reflections in Software Engineering,2026,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W7171769820,10.1016/j.is.2026.102788,CICERONE: A natural language-based global approach for object-centric Predictive Process Monitoring,2026,A,Information Systems,v1:Information Systems,82,82,1.0,
W7202386882,10.1007/s10664-026-10929-w,Learning to detect hardcoded secrets,2026,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
