oa_id,doi,title,year,frame,venue,stratum,N_h,n_h,weight,cited,n_chars,n_sents,n_pages,status,status_registered,screen_quote,screen_page,B_stated,B_stated_quote,B_stated_page,B_justified,B_justified_quote,B_justified_page,M_justified,M_justified_quote,M_justified_page,Theta_stated,Theta_stated_quote,Theta_stated_page,Range_reported,Range_reported_quote,Range_reported_page,B_stated_B,B_justified_B,M_justified_B,Theta_stated_B,Range_reported_B,applic_register,applic_evidence
W4405423279,10.1016/j.engappai.2024.109772,Developing guidelines for functionally-grounded evaluation of explainable artificial intelligence using tabular data,2024,B,Engineering Applications of Artificial Intelligence,v1:Engineering Applications of Artificial Intelligence,8,8,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4405436972,10.1016/j.is.2024.102510,"Approximate conformance checking: Fast computation of multi-perspective, probabilistic alignments",2024,A,Information Systems,v1:Information Systems,82,82,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4405469720,10.1007/s10664-026-10892-6,Rethinking software misconfigurations in the real world: an empirical study and literature analysis,2026,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,133717.0,1234.0,48.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4405570938,10.1007/s10664-024-10583-0,Measuring model alignment for code clone detection using causal interpretation,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4405668734,10.1016/j.is.2024.102495,Capturing end-to-end provenance for machine learning pipelines,2024,A,Information Systems,v1:Information Systems,82,82,1.0,,68729.0,570.0,16.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4405702048,10.1007/s10664-024-10584-z,An empirical study of business process models and model clones on GitHub,2024,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,144898.0,1251.0,46.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4405740809,10.1016/j.dss.2024.114378,Can causal machine learning reveal individual bid responses of bank customers? — A study on mortgage loan applications in Belgium,2024,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4406320387,10.1016/j.is.2025.102523,On the use of trajectory data for tackling data scarcity,2025,A,Information Systems,v1:Information Systems,82,82,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4406550498,10.1007/s10664-024-10608-8,On the suitability of hugging face hub for empirical studies,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,142147.0,1212.0,51.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4406622180,10.1007/s10664-024-10606-w,"Come for syntax, stay for speed, write secure code: an empirical study of security weaknesses in Julia programs",2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,112422.0,1024.0,39.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4406923810,10.1016/j.dss.2025.114406,Multimodal review helpfulness prediction with a multi-level cognitive reasoning mechanism: A theory-driven graph learning model,2025,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4407009461,10.1016/j.dss.2025.114402,Tell me a story! Narrative-driven XAI with Large Language Models,2025,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4407058968,10.1007/s12599-024-00911-5,Business Process Deviance Mining with Sequential and Declarative Patterns,2025,B,Business & Information Systems Engineering,v1:Business & Information Systems Engineering,7,7,1.0,,83271.0,663.0,18.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4407176632,10.1186/s12911-025-02898-9,Healthcare trajectories of aging individuals during their last year of life: application of process mining methods to administrative health databases,2025,B,BMC Medical Informatics and Decision Making,v1:BMC Medical Informatics and Decision Making,2,2,1.0,,79089.0,650.0,16.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4407264242,10.1016/j.is.2025.102528,Advancing EHR analysis: Predictive medication modeling using LLMs,2025,A,Information Systems,v1:Information Systems,82,82,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4407310058,10.1007/s10664-026-10827-1,Classifier or prompt: A case study on legal requirements traceability,2026,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,141478.0,1275.0,32.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4407538128,10.1007/s13218-024-00878-1,Interpretability in Predictive Process Monitoring Using Process Models: An Expert Evaluation of the VisInter4PPM Framework,2025,B,K&uuml;nstliche Intell.,v1:K&uuml;nstliche Intell.,2,2,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4407706105,10.1007/s10664-025-10625-1,Design pattern recognition: a study of large language models,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,130716.0,1041.0,45.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4407706634,10.1007/s10664-025-10624-2,Boosting source code learning with text-oriented data augmentation: an empirical study,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4407809720,10.1007/s10664-025-10617-1,Hold on! is my feedback useful? evaluating the usefulness of code review comments,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,118229.0,803.0,43.0,INCLUDED,INCLUDED,"Regarding usefulness prediction models, only recent commercial GPT-4o and then tailored preprocessing-based Bag-of-Word with TF-IDF model outperforms all previous and existing models with the largest margins without code changes or other aspects of features.",35.0,yes,"For setting baseline scores, we use the classifiers as they are in their respective artifacts/papers, and we utilize the available input features.",18.0,no,,0.0,no,,0.0,unclear,"Unlike p-values, effect size, and correlation measures, the importance scores lack interpretable threshold values.",12.0,no,,0.0,unclear,unclear,no,unclear,no,no,
W4408444355,10.1016/j.is.2025.102549,The effects of data quality on machine learning performance on tabular data,2025,A,Information Systems,v1:Information Systems,82,82,1.0,,113067.0,960.0,19.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4408464377,10.1007/s13218-025-00887-8,Predictive Process Monitoring for Airport Operational Support,2025,B,K&uuml;nstliche Intell.,v1:K&uuml;nstliche Intell.,2,2,1.0,,93616.0,824.0,19.0,INCLUDED,INCLUDED,"As can be seen, including intercase features resulted in a minimal but general performance increase for both prediction tasks.",8.0,no,,0.0,no,,0.0,no,,0.0,no,,0.0,no,,0.0,unclear,no,no,unclear,unclear,no,
W4408469030,10.1016/j.engappai.2025.110363,Integrating permutation feature importance with conformal prediction for robust Explainable Artificial Intelligence in predictive process monitoring,2025,B,Engineering Applications of Artificial Intelligence,v1:Engineering Applications of Artificial Intelligence,8,8,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4408827188,10.1016/j.dss.2025.114438,Predicting stock price movement using social network analytics: Posts are sometimes less useful,2025,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4408963678,10.1007/s10994-025-06756-7,Temporal ensemble of multiple patterns’ instances for continuous prediction of events,2025,B,Machine Learning,v1:Machine Learning,2,2,1.0,,111832.0,946.0,42.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4408985541,10.1007/978-3-031-82225-4_21,Multivariate Approaches for Process Model Forecasting,2025,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,37216.0,313.0,14.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4408985702,10.1007/978-3-031-82225-4_22,Enhancing Predictive Process Monitoring Using Semantic Information,2025,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,31740.0,308.0,13.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4408985718,10.1007/978-3-031-82225-4_15,On the Impact of Low-Quality Activity Labels in Predictive Process Monitoring,2025,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,34078.0,283.0,13.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4408985732,10.1007/978-3-031-82225-4_19,CaLenDiR: Mitigating Case-Length Distortion in Deep-Learning-Based Predictive Process Monitoring,2025,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,41869.0,349.0,14.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4408985736,10.1007/978-3-031-82225-4_31,Predicting Unplanned Hospital Readmissions Using Outcome-Oriented Predictive Process Mining,2025,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,37499.0,332.0,13.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4408993009,10.1016/j.dss.2025.114439,Dynamic model selection in enterprise forecasting systems using sequence modeling,2025,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4409158483,10.1145/3690624.3709193,Path Complex Neural Networks for Sequential Process Activities Classification,2025,B,,v1:nan,16,16,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4409569134,10.2139/ssrn.5222009,Dynamic Cloud Manufacturing Service Composition Based on Runtime Qos Prediction: A Predictive Process Monitoring-Based,2025,B,SSRN Electronic Journal,v1:SSRN Electronic Journal,8,8,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4409649497,10.1007/s10664-025-10660-y,Leveraging encoder-only large language models for mobile app review feature extraction,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4409839403,10.1016/j.dss.2025.114457,Using large multimodal models to predict outfit compatibility,2025,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4409883235,10.1109/tsc.2025.3562338,Business Process Remaining Time Prediction Based on Incremental Event Logs,2025,B,IEEE Transactions on Services Computing,v1:IEEE Transactions on Services Computing,5,5,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4410008690,10.1007/s44311-025-00011-x,Approaches for IoT-enhanced predictive process monitoring,2025,B,Process Science,v1:Process Science,6,6,1.0,,67829.0,494.0,24.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4410172493,10.1007/s10664-025-10659-5,A comparative study on reward models for user interface adaptation with reinforcement learning,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,153443.0,1195.0,48.0,INCLUDED,INCLUDED,"However, we introduced a third system without any adaptive features (nonadaptive, NA) to serve as a baseline for assessing the improvement in UX compared to the adaptive UIs.",16.0,no,,0.0,no,,0.0,no,,0.0,unclear,The questionnaires were considered to be reliable if the overall coefﬁcient exceeded the acceptable minimum threshold (α ≥0.,23.0,no,,0.0,unclear,no,no,unclear,no,yes,"To build this model, we conducted an experiment with 25 Master’s degree students who interacted with various UI conﬁgurations while completing tasks in an e-commerce catalog."
W4410282446,10.1016/j.is.2025.102565,"Finding HSP neighbors via an exact, hierarchical approach",2025,A,Information Systems,v1:Information Systems,82,82,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4410392247,10.1007/978-3-031-92474-3_24,Investigating Tailored Retraining for Online Process Predictions Using Log Features,2025,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4410427754,10.1109/aixdke63520.2024.00025,Impact of Inter-Case Features on Structure-Aware Next Activity Prediction,2024,B,,v1:nan,16,16,1.0,,37791.0,310.0,7.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4410495528,10.1016/j.dss.2025.114475,More than meets the eye: Feature concerns and suggestions in mobile XR app reviews,2025,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4410508545,10.1016/j.eswa.2025.128224,Leveraging a large language model (LLM) to predict hospital admissions of emergency department patients,2025,B,Expert Systems with Applications,v1:Expert Systems with Applications,2,2,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4410540577,10.1007/s44311-025-00017-5,Generating multiperspective process traces using conditional variational autoencoders,2025,B,Process Science,v1:Process Science,6,6,1.0,,125087.0,947.0,39.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4410718929,10.1007/s10115-025-02461-y,A comparative analysis of predictive process monitoring: object-centric versus classical event logs,2025,B,Knowledge and Information Systems,v1:Knowledge and Information Systems,6,6,1.0,,145688.0,1068.0,44.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4410749190,10.1007/s10664-025-10674-6,Enhancing line-level defect prediction using bilinear attention fusion and ranking optimization,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4411096365,10.1145/3743672,A Survey on Event Prediction Methods from a Systems Perspective: Bringing Together Disparate Research Areas,2025,B,ACM Computing Surveys,v1:ACM Computing Surveys,1,1,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4411294574,10.1007/978-3-031-95397-2_10,Predicting Unseen Process Behavior Based on Log Injection,2025,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4411310249,10.1007/s10844-025-00955-3,Handling concept drifts with traditional process discovery algorithms,2025,B,Journal of Intelligent Information Systems,v1:Journal of Intelligent Information Systems,6,6,1.0,,99031.0,903.0,35.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4411310256,10.1007/978-3-031-94571-7_3,The Role of Explanation Styles and Perceived Accuracy on Decision Making in Predictive Process Monitoring,2025,B,Lecture notes in computer science,v1:Lecture notes in computer science,12,12,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4411329674,10.1016/j.dss.2025.114493,Handling imperfection: A taxonomy for machine learning on data with data quality defects,2025,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4411371986,10.1016/j.is.2025.102576,Data-driven prescriptive analytics applications: A comprehensive survey,2025,A,Information Systems,v1:Information Systems,82,82,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4411440374,10.1007/s10664-025-10661-x,Supporting multi-dimensional unit test classification,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4411460585,10.1007/s44311-025-00020-w,LTL-based conformance checking of fuzzy event logs,2025,B,Process Science,v1:Process Science,6,6,1.0,,94304.0,706.0,30.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4411538180,10.1007/s10664-025-10669-3,A comprehensive study of machine learning techniques for log-based anomaly detection,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,173013.0,1780.0,59.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4411980586,10.1186/s13677-025-00763-8,Comparative evaluation of encoding techniques for workflow process remaining time prediction for cloud applications,2025,B,Journal of Cloud Computing Advances Systems and Applications,v1:Journal of Cloud Computing Advances Systems and Applications,1,1,1.0,,47915.0,378.0,12.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4412039798,10.1007/s10664-025-10622-4,AI support for data scientists: An empirical study on workflow and alternative code recommendations,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,93368.0,738.0,36.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4412422910,10.1016/j.dss.2025.114508,Stock habitats and information flow: How do different co-attention behaviors in online communities shape market reactions?,2025,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4412431056,10.1016/j.engappai.2025.111387,Outcome-oriented local explanation using context-aware process patterns,2025,B,Engineering Applications of Artificial Intelligence,v1:Engineering Applications of Artificial Intelligence,8,8,1.0,,144014.0,1136.0,27.0,INCLUDED,INCLUDED,"Inspired by ablation studies, the aim of this analysis is to determine how the inclusion of the different types of process context, either within the context-aware patterns (FCP, DCP) or the feature vector (CALL), impacts the fidelity of the surrogate model.",9.0,unclear,"From the features selected by RFECV, discriminative rules are generated using the refined DT model and are encapsulated in .",7.0,no,,0.0,no,,0.0,unclear,", ≤, ≥, =, ≠) • 𝜔𝑖 is the value or threshold that feature 𝑖 is compared against • 𝑐𝑗∈ is the associated outcome for rule  Definition 6 (Process Pattern).",5.0,no,,0.0,unclear,no,no,unclear,yes,no,
W4412452014,10.1016/j.im.2025.104212,Employee Participation in Digital Transformation: From Digitalization Sentiment to Transformation Predisposition,2025,A,Information & Management,v1:Information & Management,20,20,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4412452054,10.1016/j.im.2025.104211,Trolling in social media: A deindividuation and contagion perspective,2025,A,Information & Management,v1:Information & Management,20,20,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4412473112,10.3390/app15147925,Uncertainty-Aware Predictive Process Monitoring in Healthcare: Explainable Insights into Probability Calibration for Conformal Prediction,2025,B,Applied Sciences,v1:Applied Sciences,2,2,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4412541976,10.1007/s10664-025-10690-6,Shaky structures: The wobbly world of causal graphs in software analytics,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,77178.0,678.0,29.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4412573266,10.1007/s10664-025-10677-3,Accessibility rank: a machine learning approach for prioritizing accessibility user feedback,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,83300.0,700.0,25.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4412573775,10.1007/s10664-025-10696-0,"Detection, classification and prevalence of self-admitted aging debt",2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,143034.0,1166.0,50.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4413219439,10.1007/s10664-025-10693-3,Adversarial attack classification and robustness testing for large language models for code,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,152235.0,1038.0,35.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4413704800,10.1007/978-3-032-02929-4_18,Predicting Newcomer Capabilities and Performance in Process Execution,2025,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4413850094,10.1016/j.is.2026.102747,DFIMformer: Dynamic frequency-enhanced iTransformer for multiscale time series forecasting,2026,A,Information Systems,v1:Information Systems,82,82,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4413850114,10.1016/j.is.2026.102762,Neuro-Symbolic Predictive Process Monitoring,2026,A,Information Systems,v1:Information Systems,82,82,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4413850152,10.2139/ssrn.5421036,Flexible Event Log Generation Using Answer Set Programming,2025,B,SSRN Electronic Journal,v1:SSRN Electronic Journal,8,8,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4413884248,10.1016/j.im.2025.104243,Topic diversity and review usefulness: A text-based analysis,2025,A,Information & Management,v1:Information & Management,20,20,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4413964031,10.1007/s10664-025-10683-5,Measuring SES-related traits relating to technology usage: Two validated surveys,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,130201.0,1045.0,38.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4414048930,10.1016/j.dss.2025.114528,Modeling hybrid firm relationships with graph neural networks for stock investment decisions,2025,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4414057033,10.1016/j.dss.2025.114527,Social capital matters: Towards comprehensive user preference for product recommendation with deep learning,2025,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4414220440,10.1016/j.dss.2026.114755,"Understanding individual online social exclusion: Conceptualization, scale development, and validation",2026,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4414243449,10.1016/j.dss.2025.114540,Emotion aware session based news recommender systems,2025,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4414285310,10.1016/j.is.2025.102628,Predicting multidimensional cubes through intentional analytics,2025,A,Information Systems,v1:Information Systems,82,82,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4414493140,10.1007/s10664-025-10697-z,When uncertainty leads to unsafety: Empirical insights into the role of uncertainty in unmanned aerial vehicle safety,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,107672.0,877.0,37.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4414677647,10.1016/j.is.2025.102632,BBQ-Tree: A unified classifier and regressor combining Boolean and quantum logic decisions,2025,A,Information Systems,v1:Information Systems,82,82,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4414756247,10.1007/s10664-026-10894-4,Software dependencies 2.0: An empirical study of reuse and integration of pre-trained models in open-source projects,2026,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,166598.0,1586.0,61.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4414915885,10.1007/s10664-025-10706-1,Ecosystem-wide influences on pull request decisions: insights from NPM,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,158334.0,1474.0,43.0,INCLUDED,INCLUDED,"To evaluate the predictive strength of groups of variables, an inverse ablation study was performed (i.",15.0,unclear,"Table 1 overviews the variables included in this study, which are the principal factors reported by Zhang et al.",6.0,yes,We omitted one recommended variable regarding continuous integration because it is difficult to collect this data.,33.0,no,,0.0,unclear,"Outliers were removed using Cook’s distance (Cook 2000), filtering data points that affect regression coefficients disproportionally, using a cut-off threshold of 4/(n −k −1), where Table 3 Overview of the contribution and collaboration variables used to answer RQ1-4 Name Description Contribution va",14.0,no,,0.0,unclear,no,no,unclear,unclear,no,
W4414971334,10.1007/s10270-025-01321-1,Enhancing explainability in process variant analysis: a framework for detecting and interpreting control-flow changes,2025,B,Software & Systems Modeling,v1:Software & Systems Modeling,2,2,1.0,,136462.0,1171.0,42.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4415152031,10.1007/s10462-025-11399-0,Interpretable and explainable machine learning methods for predictive process monitoring: a systematic literature review,2025,B,Artificial Intelligence Review,v1:Artificial Intelligence Review,2,2,1.0,,226714.0,1764.0,92.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4415313186,10.1016/j.dss.2025.114557,All risks ain't the same – A risk facets perspective on AI-based decision support systems,2025,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4415369485,10.1007/s10664-025-10710-5,Exploring the black box: analysing explainable AI challenges and best practices through stack exchange discussions,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,173343.0,1433.0,57.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4415647391,10.1007/s10664-025-10749-4,A zero-shot framework for cross-project vulnerability detection in source code,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,82307.0,668.0,27.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4415776450,10.1007/s10664-025-10736-9,Improving the Multi-Class Classification of Non-Functional Requirements in Spanish: A Study of Dataset Balancing and Performance,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,152617.0,1185.0,55.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4415819590,10.1016/j.is.2025.102642,Enhancing next activity prediction in process mining with Retrieval-Augmented Generation,2025,A,Information Systems,v1:Information Systems,82,82,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4415830362,10.1007/s10664-025-10742-x,"The whos, whats, and whys of issues related to personal data and data protection in open-source projects on GitHub",2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,148817.0,1176.0,51.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4415830470,10.1007/s10664-025-10733-y,Tools and benchmarks evolve: what is their impact on parameter tuning in SBSE experiments?,2025,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,187804.0,1337.0,73.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4415879521,10.1016/j.is.2025.102644,Nine years later: Reflecting on our article,2025,A,Information Systems,v1:Information Systems,82,82,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4415974876,10.1016/j.procs.2025.09.470,Enhancing ESG Reporting Through Process Mining: A Taxonomy of ESG Events,2025,B,Procedia Computer Science,v1:Procedia Computer Science,1,1,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4416185423,10.2139/ssrn.5745626,A Calibration-Driven Ensemble Framework for Business Process Automation Exception Prediction and Recovery Recommendation,2025,B,SSRN Electronic Journal,v1:SSRN Electronic Journal,8,8,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4416189323,10.1007/s10664-025-10774-3,An exploratory eye tracking study on how developers classify and debug Python code in different paradigms,2026,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,112568.0,929.0,48.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
